candidate_record_id,full_name,email,phone,job_id,application_platform,application_date
0ac6efa1-76e3-4e71-95ed-552e7f680e0d,Karen Villarreal,danielveronica@example.net,9784840799100,JOB-111,JobPortal,2025-12-07
4af3d208-44b4-4909-81c0-32377bf29ba5,Ronald Harrington,youngbryan@example.net,9974460908523,JOB-120,JobPortal,2025-07-24
031c9fae-b07c-4d4a-bc7a-53e4367cd1eb,Katherine Miller,timothy09@example.org,0104553048622,JOB-117,JobPortal,2025-02-10
e13d3635-912c-46cb-9c8e-713f9e15ae11,Brendan Long,mcbridegarrett@example.org,1179774310306,JOB-105,JobPortal,2025-05-04
fe7a1626-faef-483b-9fca-0cd33e3acc54,Melinda Martin,alyssaturner@example.com,5444618875830,JOB-112,JobPortal,2025-05-13
dac1280b-7aef-4a91-b821-75d3922b3ef8,Scott Diaz,michael21@example.org,8252233225264,JOB-108,JobPortal,2025-02-09
cb5020bb-f2c5-482c-a2ab-55fe56f7365e,Chad Baker,donna39@example.net,9452674844171,JOB-113,JobPortal,2025-05-09
cb139afa-719e-4902-8e6a-bbf0aa3a53bd,Julia Herrera,johnsonmatthew@example.net,2151254494348,JOB-101,JobPortal,2025-09-10
e726ab2f-6c0c-4ef5-8d30-ef2d6528ac2e,Anthony White,patrick61@example.net,7602688261394,JOB-116,JobPortal,2025-12-13
ae578645-fd89-4077-9bfc-62a35b56d8a3,Kelsey Daniels,christopherschmitt@example.net,5781522383603,JOB-101,JobPortal,2025-07-21
1ad6b53e-1f7d-4814-b0a9-1d1e6dc42b6e,Crystal Bartlett,kennedymarc@example.com,8118914445470,JOB-118,JobPortal,2025-10-10
808a777d-a18d-459d-952c-9a83777ba95f,Leon Rivera,ivasquez@example.net,4141753299857,JOB-104,JobPortal,2025-06-02
0a6b37db-ac1d-400e-aa49-fbfb9d5fa8b9,Katie Stewart,browntimothy@example.com,2941201506962,JOB-109,JobPortal,2025-04-17
86fbb090-94a8-4b51-9236-082fc0a296a6,Molly Norris,kristin56@example.net,4807768260545,JOB-115,JobPortal,2025-03-05
8c5a058e-e68e-4155-9452-a7c21a68faa7,Michael Williams,marygates@example.org,6398584139952,JOB-112,JobPortal,2025-08-21
b27d116c-5067-40b8-9539-859f046ddd43,Spencer Scott,lewiscarolyn@example.com,8948289503337,JOB-101,JobPortal,2025-11-27
252076d5-66e7-4c98-9c81-7a2772e2849b,Lauren Morris,kmack@example.net,8399314531855,JOB-120,JobPortal,2025-10-15
00079dfe-c6f9-4e6f-9b29-ae9f79beaaeb,Maria Sosa,starkjoanna@example.com,0717604128938,JOB-105,JobPortal,2025-06-24
c8f4c01d-a791-416c-ad81-6a71bc0dd6f8,Eric Vaughn,jennifermartin@example.org,3658161914915,JOB-102,JobPortal,2025-03-06
23131926-0ef6-430a-a6e1-d0eb7aa8b7f4,Sean Young,michael72@example.org,3186780414316,JOB-116,JobPortal,2025-03-22
d3cd31af-5942-45b9-b3b3-45e65e3c92ec,Kayla Winters,carlyholmes@example.org,7942417916962,JOB-102,JobPortal,2026-01-17
d0c098a5-5554-4660-8617-f7efa5119c7b,Erica Davis,thomas42@example.net,5396744497737,JOB-113,JobPortal,2025-11-22
c074c91f-b0ee-4858-ab64-b7ed2cf86ae3,Melissa Yates,cscott@example.net,2679810476141,JOB-116,JobPortal,2025-03-21
7598a62b-42cc-4627-9fd2-f45765669f46,Jenna Pratt,angelamartin@example.net,8499203762560,JOB-114,JobPortal,2025-02-22
04bcdef7-27d0-440a-96ef-3b61b1750f1e,Thomas Holder,melissagallegos@example.org,0990765784642,JOB-119,JobPortal,2025-12-01
088558e1-673c-4fb5-af74-3fb8d3859f5f,Billy Holt,angelmalone@example.net,7834933170100,JOB-105,JobPortal,2025-08-12
5402e7e4-108f-45e1-921f-534a6ccc0b0f,Edwin Smith,triciacarter@example.org,2496561754246,JOB-113,JobPortal,2025-08-25
